bridge_id,bridge_type,material,year_built,age_years,design_life_years,location,corrosion_environment,corrosion_rate_mm_yr,condition_rating,structurally_deficient,adt,deck_area_sqft,tensile_strength_MPa,yield_strength_MPa,paris_C,paris_m,original_thickness_mm,remaining_thickness_mm,fatigue_cycles_millions,replacement_cost_M,loan_outstanding_M,last_inspection_date,insurance_premium_K_yr,expected_cost,risk_std
BR-03963,Pedestrian,Composite Steel-Concrete,2012,12,75,Industrial New Jersey,Moderate,0.0985,9,0,6287,815.0,400,230,6.5e-12,3.0,65.9,64.8,2.8,0.18,0.14,2020-09-21,3.9,0.4768400000000001,5.551115123125783e-17
BR-03964,Railroad,Composite Steel-Concrete,1989,35,50,Rural South,Mild,0.0467,8,0,112,2160.0,400,230,6.5e-12,3.0,63.0,61.4,71.5,0.7,0.45,2021-04-18,14.2,2.1411000000000007,8.881784197001252e-16
BR-03965,Local Road,Steel (A514 HY),1961,63,75,Pacific Northwest,Mild,0.0307,8,0,6688,1786.0,760,690,4.5e-12,3.2,10.3,8.4,153.8,0.54,0.24,2022-08-07,13.6,2.127839999999999,8.881784197001252e-16
BR-03966,Railroad,Composite Steel-Concrete,1979,45,75,Industrial Ohio,Moderate,0.0381,8,0,51,861.0,400,230,6.5e-12,3.0,57.5,55.8,41.9,0.24,0.09,2021-08-03,5.5,0.7507499999999999,0.0
BR-03967,Highway,Steel (A588 Weathering),1995,29,100,Industrial New Jersey,Moderate,0.0368,8,0,24088,1958.0,485,345,5.2e-12,2.8,13.4,12.3,255.0,0.59,0.32,2020-04-15,4.9,1.1130165899999998,0.12480921773840108
BR-03968,Highway,Prestressed Concrete,1970,54,60,Coastal Carolina,Severe,0.0314,7,0,40853,601.0,35,28,0.0,0.0,46.7,45.0,805.2,0.11,0.07,2023-03-19,1.6,0.28877759999999997,0.03576551709306605
BR-03969,Interstate,Steel (A36),1996,28,50,Pacific Northwest,Mild,0.0483,7,0,5263,1517.0,450,250,6.9e-12,3.0,20.3,18.9,53.8,0.27,0.2,2023-10-26,6.4,0.7089913200000001,0.08782445168752495
BR-03970,Pedestrian,Prestressed Concrete,2008,16,75,Urban Midwest,Moderate,0.0373,8,0,14435,4943.0,35,28,0.0,0.0,66.9,66.3,8.4,1.53,0.53,2022-01-19,17.7,2.4732476000000005,0.2790529856209648
BR-03971,Highway,Composite Steel-Concrete,1976,48,100,Urban Midwest,Moderate,0.0581,6,0,11549,5005.0,400,230,6.5e-12,3.0,52.4,49.6,202.3,0.87,0.57,2023-01-11,8.9,2.08678272,0.2745349817598742
BR-03972,Highway,Steel (A36),1968,56,100,Industrial Michigan,Moderate,0.0389,8,0,20542,1559.0,450,250,6.9e-12,3.0,22.1,19.9,419.9,0.35,0.2,2021-07-07,5.6,0.9193022000000001,0.10244771451276796
BR-03973,Highway,Reinforced Concrete,1996,28,100,Urban West,Mild,0.0133,9,0,41849,2984.0,25,20,0.0,0.0,63.3,62.9,427.7,1.14,0.74,2023-07-06,13.6,2.31980688,0.2087877870723439
BR-03974,Highway,Steel (A588 Weathering),1975,49,60,Urban West,Mild,0.0147,8,0,35798,2999.0,485,345,5.2e-12,2.8,21.7,21.0,640.2,0.9,0.41,2023-05-11,21.6,3.0789200000000014,8.881784197001252e-16
BR-03975,Local Road,Steel (A36),1993,31,100,Coastal Carolina,Severe,0.0608,8,0,1645,3426.0,450,250,6.9e-12,3.0,11.3,9.5,18.6,1.22,0.81,2021-01-01,14.7,3.2314100000000017,8.881784197001252e-16
BR-03976,Interstate,Reinforced Concrete,1963,61,100,Rural Mountain,Mild,0.0158,7,0,8042,928.0,25,20,0.0,0.0,59.1,58.1,179.1,0.28,0.09,2023-02-18,2.8,0.58849856,0.07346731674551346
BR-03977,Pedestrian,Steel (A36),1971,53,75,Desert Southwest,Mild,0.0156,8,0,11753,1283.0,450,250,6.9e-12,3.0,15.5,14.7,22.7,0.46,0.24,2020-01-26,8.1,1.4680900000000001,0.0
BR-03978,Highway,FRP Composite,1959,65,60,Rural Midwest,Mild,0.0147,8,0,12665,2609.0,600,500,0.0,0.0,23.2,22.3,300.5,0.73,0.44,2021-10-14,11.7,2.50965,4.440892098500626e-16
BR-03979,Highway,Prestressed Concrete,2009,15,50,Rural Midwest,Mild,0.0159,9,0,38230,1467.0,35,28,0.0,0.0,53.1,52.9,209.3,0.45,0.33,2023-10-12,6.1,1.1329500000000008,6.661338147750939e-16
BR-03980,Local Road,Composite Steel-Concrete,1975,49,100,Coastal Texas,Severe,0.0622,7,0,4033,3664.0,400,230,6.5e-12,3.0,67.0,64.0,72.1,1.19,0.78,2020-08-05,13.9,3.44643,4.440892098500626e-16
BR-03981,Highway,Prestressed Concrete,1976,48,100,Desert Southwest,Mild,0.0094,9,0,25346,4122.0,35,28,0.0,0.0,50.8,50.3,444.1,1.1,0.61,2022-01-07,12.6,2.3877161999999994,0.2055249118942461
BR-03982,Interstate,Steel (A36),1959,65,60,Urban Midwest,Moderate,0.0472,6,0,20462,272.0,450,250,6.9e-12,3.0,10.0,7.0,485.5,0.06,0.02,2023-12-16,0.7,0.16315,2.7755575615628914e-17
BR-03983,Highway,Timber,1980,44,75,Industrial Ohio,Moderate,0.0366,8,0,32097,1634.0,8,5,0.0,0.0,23.2,21.6,515.5,0.65,0.51,2023-04-11,8.0,1.9655999999999993,6.661338147750939e-16
BR-03984,Highway,Prestressed Concrete,1971,53,75,Industrial Ohio,Moderate,0.0229,8,0,92008,1977.0,35,28,0.0,0.0,52.8,51.6,1779.9,0.46,0.22,2023-02-07,5.4,1.25606,2.220446049250313e-16
BR-03985,Highway,Prestressed Concrete,1946,78,100,Desert Southwest,Mild,0.0129,8,0,20932,1928.0,35,28,0.0,0.0,69.7,68.7,595.9,0.55,0.35,2020-11-21,9.4,2.12316,0.0
BR-03986,Local Road,Prestressed Concrete,1999,25,100,Rural Mountain,Mild,0.0124,9,0,4725,1525.0,35,28,0.0,0.0,61.9,61.6,43.1,0.23,0.07,2021-06-23,5.3,0.5622500000000005,3.3306690738754696e-16
BR-03987,Interstate,Reinforced Concrete,1972,52,75,Urban West,Mild,0.0143,8,0,27565,1988.0,25,20,0.0,0.0,64.1,63.4,523.2,0.74,0.45,2023-12-02,14.8,2.54748,0.0
BR-03988,Highway,Reinforced Concrete,2008,16,100,Coastal Texas,Severe,0.0293,8,0,8254,894.0,25,20,0.0,0.0,66.8,66.3,48.2,0.26,0.18,2022-04-17,5.5,0.5560368000000002,0.06124797724137508
BR-03989,Interstate,Composite Steel-Concrete,1999,25,60,Coastal Texas,Severe,0.1341,7,0,15806,7441.0,400,230,6.5e-12,3.0,42.8,39.5,144.2,2.3,1.46,2021-04-21,36.1,6.06125,8.881784197001252e-16
BR-03990,Pedestrian,Stainless Steel 316L,2010,14,75,Pacific Northwest,Mild,0.0041,9,0,2670,1171.0,515,205,3.1e-12,3.2,15.3,15.3,1.4,0.4,0.2,2022-09-16,6.1,0.8910200000000007,5.551115123125783e-16
BR-03991,Pedestrian,Steel (A36),1960,64,100,Rural Midwest,Mild,0.0212,7,0,5088,778.0,450,250,6.9e-12,3.0,10.9,9.5,11.9,0.16,0.09,2022-06-03,3.6,0.52450072,0.0657248827373621
BR-03992,Railroad,Steel (A36),1985,39,75,Desert Southwest,Mild,0.0159,9,0,78,2647.0,450,250,6.9e-12,3.0,18.3,17.7,55.5,1.03,0.42,2021-06-19,11.6,2.4731200000000007,8.881784197001252e-16
BR-03993,Highway,Prestressed Concrete,1966,58,60,Coastal Carolina,Severe,0.0545,6,0,39865,2392.0,35,28,0.0,0.0,41.7,38.6,843.9,0.89,0.33,2021-10-25,9.9,2.33246,0.0
BR-03994,Local Road,Timber,1976,48,50,Urban Midwest,Moderate,0.0286,7,0,1862,1076.0,8,5,0.0,0.0,23.9,22.6,32.6,0.42,0.23,2020-04-08,4.0,1.0946,2.220446049250313e-16
BR-03995,Local Road,Reinforced Concrete,1966,58,100,Urban Midwest,Moderate,0.0246,8,0,7259,2301.0,25,20,0.0,0.0,47.2,45.8,153.7,0.6,0.46,2020-09-12,9.8,2.1169200000000004,0.0
BR-03996,Interstate,Prestressed Concrete,2006,18,75,Pacific Northwest,Mild,0.0164,9,0,16740,7615.0,35,28,0.0,0.0,62.3,62.0,110.0,2.24,0.94,2020-01-05,42.3,4.070283780000001,0.31709144773718256
BR-03997,Local Road,Reinforced Concrete,1974,50,75,Coastal Texas,Severe,0.0362,8,0,1435,758.0,25,20,0.0,0.0,41.5,39.7,26.2,0.2,0.15,2022-06-14,4.2,0.7279999999999999,1.1102230246251565e-16
BR-03998,Interstate,Reinforced Concrete,1992,32,100,Pacific Northwest,Mild,0.0133,9,0,20049,4469.0,25,20,0.0,0.0,50.4,50.0,234.2,1.54,0.48,2022-12-13,36.4,4.1402399999999995,8.881784197001252e-16
BR-03999,Highway,Steel (A36),1980,44,75,Industrial New Jersey,Moderate,0.0809,6,0,157437,2619.0,450,250,6.9e-12,3.0,15.2,11.7,2528.4,0.66,0.24,2021-03-22,11.6,1.8335200000000003,0.0
BR-04000,Railroad,Steel (A36),2007,17,60,Coastal California,Moderate,0.0563,8,0,37,813.0,450,250,6.9e-12,3.0,18.9,17.9,11.5,0.32,0.13,2022-01-14,6.9,0.601338,0.06870597913135001
BR-04001,Pedestrian,Prestressed Concrete,1998,26,75,Coastal Florida,Severe,0.037,9,0,9058,869.0,35,28,0.0,0.0,60.9,60.0,8.6,0.35,0.25,2021-07-12,5.8,0.9760399999999996,3.3306690738754696e-16
BR-04002,Highway,Steel (A588 Weathering),1976,48,75,Coastal California,Moderate,0.0476,7,0,24487,871.0,485,345,5.2e-12,2.8,10.3,8.0,429.0,0.21,0.12,2020-04-11,2.5,0.4891500000000001,0.06260143748349553
BR-04003,Highway,Timber,2004,20,60,Rural Midwest,Mild,0.0191,8,0,47076,1306.0,8,5,0.0,0.0,35.1,34.7,343.7,0.31,0.18,2021-02-24,6.4,0.6576756,0.07443665695986085
BR-04004,Local Road,Aluminium Alloy,1946,78,60,Industrial Ohio,Moderate,0.0268,7,0,938,957.0,310,275,5e-12,3.1,37.3,35.2,26.7,0.3,0.14,2022-09-05,6.7,1.0472125400000003,0.13332006524909296
BR-04005,Highway,Prestressed Concrete,2018,6,50,Coastal Texas,Severe,0.0682,9,0,32798,5721.0,35,28,0.0,0.0,51.7,51.3,71.8,2.18,0.75,2023-09-26,51.5,4.210700000000002,8.881784197001252e-16
BR-04006,Local Road,Steel (A36),1978,46,60,Coastal Carolina,Severe,0.1169,5,0,1263,1396.0,450,250,6.9e-12,3.0,23.9,18.5,21.2,0.4,0.3,2022-06-01,4.5,1.0468594,0.1359299509349945
BR-04007,Railroad,Composite Steel-Concrete,1975,49,100,Rural Mountain,Mild,0.0251,8,0,74,824.0,400,230,6.5e-12,3.0,55.5,54.3,66.2,0.16,0.08,2023-04-26,1.8,0.42666,0.0
BR-04008,Local Road,Prestressed Concrete,1980,44,75,Rural Midwest,Mild,0.0174,8,0,2551,962.0,35,28,0.0,0.0,63.6,62.9,41.0,0.35,0.13,2021-10-27,6.4,0.9900800000000004,3.3306690738754696e-16
BR-04009,Interstate,Reinforced Concrete,1993,31,75,Rural Mountain,Mild,0.0065,9,0,23149,2194.0,25,20,0.0,0.0,56.4,56.2,261.9,0.57,0.4,2023-09-05,10.6,1.6881799999999993,6.661338147750939e-16
BR-04010,Interstate,Reinforced Concrete,1963,61,60,Industrial Michigan,Moderate,0.0276,8,0,20561,4127.0,25,20,0.0,0.0,41.3,39.6,457.8,1.07,0.56,2021-11-17,14.1,2.6342767899999995,0.3021216893268135
BR-04011,Interstate,Steel (A36),1971,53,75,Pacific Northwest,Mild,0.0319,9,0,17573,3173.0,450,250,6.9e-12,3.0,23.9,22.2,339.9,0.51,0.28,2022-03-05,12.6,1.5037207,0.1373825491462886
BR-04012,Interstate,Prestressed Concrete,1975,49,75,Urban Northeast,Moderate,0.0468,6,0,44802,1012.0,35,28,0.0,0.0,42.4,40.1,801.3,0.36,0.24,2022-06-24,4.4,0.9117592400000001,0.12064262457674906
BR-04013,Local Road,Reinforced Concrete,1951,73,75,Industrial Ohio,Moderate,0.0281,8,0,2919,1071.0,25,20,0.0,0.0,64.1,62.0,77.8,0.37,0.29,2022-03-04,6.0,1.1625623999999994,0.12682498894949681
BR-04014,Pedestrian,Reinforced Concrete,2012,12,50,Urban Northeast,Moderate,0.0334,9,0,11059,3018.0,25,20,0.0,0.0,43.2,42.8,4.8,0.59,0.29,2021-12-25,8.7,1.2797199999999997,2.220446049250313e-16
BR-04015,Highway,Prestressed Concrete,1960,64,100,Pacific Northwest,Mild,0.0251,8,0,6662,2360.0,35,28,0.0,0.0,42.9,41.3,155.6,0.69,0.35,2020-10-24,13.6,2.4835199999999995,8.881784197001252e-16
BR-04016,Interstate,Steel (A36),1978,46,100,Rural Mountain,Mild,0.0195,8,0,74180,3700.0,450,250,6.9e-12,3.0,24.8,23.9,1245.5,1.4,0.8,2020-02-10,13.6,3.003612800000001,0.339072
BR-04017,Highway,Steel (A514 HY),1992,32,60,Coastal Florida,Severe,0.1149,6,0,12916,591.0,760,690,4.5e-12,3.2,12.3,8.7,150.9,0.17,0.12,2022-10-06,3.0,0.5018000000000001,1.1102230246251565e-16
BR-04018,Railroad,Reinforced Concrete,1966,58,75,Coastal California,Moderate,0.04,7,0,85,1866.0,25,20,0.0,0.0,63.4,61.0,90.0,0.68,0.21,2023-08-21,11.7,1.7196561799999999,0.21396439987341445
BR-04019,Highway,Reinforced Concrete,1992,32,100,Coastal California,Moderate,0.0218,8,0,5969,3242.0,25,20,0.0,0.0,51.4,50.7,69.7,1.06,0.76,2021-09-01,11.5,2.329126,0.26206641555727817
BR-04020,Railroad,Steel (A36),1996,28,75,Urban Northeast,Moderate,0.0462,7,0,112,1394.0,450,250,6.9e-12,3.0,11.3,10.0,57.2,0.43,0.26,2020-01-17,4.6,0.8951940399999996,0.11191159988407996
BR-04021,Highway,Prestressed Concrete,1961,63,50,Coastal California,Moderate,0.0481,7,0,16825,1238.0,35,28,0.0,0.0,54.4,51.4,386.9,0.37,0.29,2022-08-23,8.8,1.5787200000000006,6.661338147750939e-16
BR-04022,Railroad,Timber,1950,74,60,Industrial New Jersey,Moderate,0.0579,5,0,56,2924.0,8,5,0.0,0.0,19.5,15.2,75.6,1.15,0.42,2021-11-05,11.3,2.7606332599999996,0.3608946271266443
BR-04023,Interstate,Reinforced Concrete,1966,58,60,Urban Northeast,Moderate,0.028,7,0,9517,2147.0,25,20,0.0,0.0,47.7,46.1,201.5,0.55,0.29,2023-07-07,8.0,1.6952,0.0
BR-04024,Highway,Composite Steel-Concrete,1958,66,75,Industrial Ohio,Moderate,0.0578,6,0,50461,4454.0,400,230,6.5e-12,3.0,59.4,55.6,1215.6,1.18,0.87,2022-03-05,13.1,3.788980000000001,8.881784197001252e-16
BR-04025,Interstate,Steel (A514 HY),2000,24,75,Rural Mountain,Mild,0.0299,8,0,48096,691.0,760,690,4.5e-12,3.2,24.7,24.0,421.3,0.11,0.07,2023-09-20,1.8,0.2901600000000001,5.551115123125783e-17
BR-04026,Interstate,Prestressed Concrete,1960,64,75,Industrial New Jersey,Moderate,0.0531,6,0,53498,6117.0,35,28,0.0,0.0,69.3,65.9,1249.7,1.84,0.84,2022-12-10,34.5,5.5273504,0.7183863517634506
BR-04027,Interstate,Steel (A36),1955,69,50,Coastal Florida,Severe,0.1022,4,1,7506,1799.0,450,250,6.9e-12,3.0,12.6,5.6,189.0,0.32,0.13,2020-10-16,3.4,0.8899799999999997,3.3306690738754696e-16
BR-04028,Interstate,Cast Iron,1971,53,100,Coastal California,Moderate,0.0171,8,0,14271,2275.0,200,130,1.2e-11,3.8,18.1,17.2,276.1,0.76,0.3,2022-01-06,14.0,2.3426,0.0
BR-04029,Interstate,Steel (A588 Weathering),1987,37,100,Rural Mountain,Mild,0.0097,8,0,20479,444.0,485,345,5.2e-12,2.8,19.6,19.3,276.6,0.08,0.05,2022-10-26,1.8,0.2555800000000001,5.551115123125783e-17
BR-04030,Interstate,Steel (A588 Weathering),2012,12,75,Coastal Texas,Severe,0.0286,8,0,40350,563.0,485,345,5.2e-12,2.8,11.1,10.7,176.7,0.11,0.08,2023-06-09,1.7,0.22416015999999997,0.026316120115731364
BR-04031,Interstate,Steel (A588 Weathering),1961,63,60,Urban Midwest,Moderate,0.0181,8,0,27918,6409.0,485,345,5.2e-12,2.8,22.5,21.3,642.0,1.44,1.11,2020-08-26,29.7,4.68503967,0.5254928833348532
BR-04032,Local Road,Steel (A36),1973,51,60,Coastal Texas,Severe,0.1038,5,0,1321,1745.0,450,250,6.9e-12,3.0,24.7,19.4,24.6,0.66,0.22,2021-01-11,14.2,1.8429049600000003,0.2406280749522999
BR-04033,Pedestrian,Steel (A36),1976,48,50,Coastal Carolina,Severe,0.0953,5,0,10659,1068.0,450,250,6.9e-12,3.0,22.1,17.5,18.7,0.2,0.07,2021-03-16,3.8,0.5232458400000001,0.06785945711782848
BR-04034,Interstate,Steel (A36),1985,39,100,Urban Midwest,Moderate,0.0528,7,0,53656,1539.0,450,250,6.9e-12,3.0,17.4,15.3,763.8,0.4,0.22,2020-10-21,4.2,0.85739882,0.10765175566306578
BR-04035,Interstate,Reinforced Concrete,1950,74,60,Rural Midwest,Mild,0.0149,8,0,14055,976.0,25,20,0.0,0.0,59.3,58.2,379.6,0.39,0.3,2020-08-12,8.9,1.7531800000000002,0.0
BR-04036,Local Road,Cast Iron,1967,57,100,Urban West,Mild,0.0106,9,0,4008,2418.0,200,130,1.2e-11,3.8,14.6,14.0,83.4,0.74,0.23,2023-09-03,8.5,1.8908500000000001,2.220446049250313e-16
BR-04037,Highway,Prestressed Concrete,1990,34,100,Coastal Texas,Severe,0.0641,7,0,39724,1464.0,35,28,0.0,0.0,45.1,42.9,493.0,0.33,0.12,2022-03-22,6.4,0.7256812,0.09350287961333383
BR-04038,Pedestrian,Prestressed Concrete,1982,42,50,Coastal Florida,Severe,0.053,7,0,8877,1764.0,35,28,0.0,0.0,67.7,65.5,13.6,0.57,0.43,2021-12-03,13.3,2.02618,0.0
BR-04039,Interstate,Prestressed Concrete,1967,57,100,Coastal Texas,Severe,0.0522,6,0,7324,782.0,35,28,0.0,0.0,42.7,39.7,152.4,0.19,0.11,2020-06-15,2.1,0.47207855999999987,0.06123732229683462
BR-04040,Pedestrian,Reinforced Concrete,1987,37,60,Rural Mountain,Mild,0.0063,9,0,498,989.0,25,20,0.0,0.0,60.3,60.0,0.7,0.15,0.07,2023-12-22,3.7,0.36857062999999995,0.029212455767550594
BR-04041,Interstate,Steel (A588 Weathering),1994,30,50,Urban Northeast,Moderate,0.0203,9,0,30059,1132.0,485,345,5.2e-12,2.8,19.7,19.1,329.1,0.36,0.26,2022-05-16,5.8,1.0321999999999998,2.220446049250313e-16
BR-04042,Interstate,Reinforced Concrete,1979,45,60,Urban West,Mild,0.0248,8,0,32897,1240.0,25,20,0.0,0.0,51.6,50.5,540.3,0.24,0.15,2023-04-17,3.3,0.7000499999999997,2.220446049250313e-16
BR-04043,Pedestrian,Reinforced Concrete,1951,73,100,Coastal Florida,Severe,0.0767,5,0,5827,830.0,25,20,0.0,0.0,56.0,50.4,15.5,0.31,0.14,2020-04-02,6.0,1.0182696000000002,0.13316776169869346
BR-04044,Highway,Steel (A36),1989,35,60,Coastal Texas,Severe,0.0543,7,0,36337,2541.0,450,250,6.9e-12,3.0,22.6,20.7,464.2,0.9,0.67,2022-08-12,17.4,2.8327000000000004,0.0
BR-04045,Interstate,Steel (A36),1996,28,75,Rural Mountain,Mild,0.0178,8,0,67048,4158.0,450,250,6.9e-12,3.0,17.0,16.5,685.2,0.74,0.34,2020-10-19,15.8,1.6119171200000004,0.18268800000000007
BR-04046,Highway,Steel (A36),1970,54,60,Urban Northeast,Moderate,0.0516,6,0,10283,410.0,450,250,6.9e-12,3.0,22.5,19.7,202.7,0.16,0.08,2023-12-15,3.5,0.4798365,0.06288730300434262
BR-04047,Local Road,Prestressed Concrete,1975,49,75,Urban Northeast,Moderate,0.0472,6,0,744,5874.0,35,28,0.0,0.0,53.8,51.5,13.3,2.03,1.04,2021-06-13,17.0,5.073899999999998,8.881784197001252e-16
BR-04048,Interstate,Steel (A514 HY),1971,53,100,Coastal Florida,Severe,0.128,4,1,34563,402.0,760,690,4.5e-12,3.2,12.5,5.7,668.6,0.15,0.05,2020-05-14,1.9,0.35356305999999993,0.04378671111147766
BR-04049,Pedestrian,Reinforced Concrete,1984,40,75,Rural Midwest,Mild,0.0171,8,0,10466,525.0,25,20,0.0,0.0,41.4,40.7,15.3,0.1,0.05,2021-01-26,1.0,0.20185599999999998,0.022714053006894223
BR-04050,Interstate,Steel (A588 Weathering),1961,63,75,Urban Midwest,Moderate,0.0301,7,0,36855,1013.0,485,345,5.2e-12,2.8,13.3,11.4,847.5,0.22,0.14,2021-08-15,5.1,0.7430257800000002,0.09177088239392714
BR-04051,Highway,Reinforced Concrete,1978,46,60,Coastal California,Moderate,0.0436,7,0,18737,1076.0,25,20,0.0,0.0,58.8,56.8,314.6,0.41,0.3,2023-09-04,5.7,1.26386,0.0
BR-04052,Pedestrian,Composite Steel-Concrete,1998,26,75,Rural South,Mild,0.0253,9,0,14696,7218.0,400,230,6.5e-12,3.0,52.6,52.0,13.9,1.64,1.2,2021-04-17,31.3,4.7499400000000005,0.0
BR-04053,Highway,Reinforced Concrete,1983,41,75,Rural South,Mild,0.0283,8,0,17075,1381.0,25,20,0.0,0.0,53.9,52.7,255.5,0.55,0.41,2023-07-03,13.6,1.6150299200000002,0.18003086098260382
BR-04054,Interstate,Reinforced Concrete,1992,32,75,Coastal California,Moderate,0.0422,8,0,27185,987.0,25,20,0.0,0.0,56.9,55.6,317.5,0.19,0.09,2023-02-13,3.3,0.5012800000000002,1.1102230246251565e-16
BR-04055,Local Road,Steel (A36),1962,62,60,Rural Mountain,Mild,0.0244,8,0,5709,1293.0,450,250,6.9e-12,3.0,12.3,10.8,129.2,0.25,0.08,2020-12-23,3.6,0.7191600000000002,2.220446049250313e-16
BR-04056,Railroad,Reinforced Concrete,1987,37,75,Urban Midwest,Moderate,0.0365,9,0,71,3290.0,25,20,0.0,0.0,66.6,65.3,47.9,0.92,0.3,2022-02-22,20.0,2.548000000000001,8.881784197001252e-16
BR-04057,Highway,Steel (A36),1983,41,100,Coastal California,Moderate,0.0485,7,0,19658,553.0,450,250,6.9e-12,3.0,19.9,17.9,294.2,0.19,0.13,2020-11-09,4.2,0.5354643800000002,0.06859041440019155
BR-04058,Highway,Prestressed Concrete,1995,29,60,Urban Midwest,Moderate,0.0285,9,0,32756,2357.0,35,28,0.0,0.0,65.7,64.9,346.7,0.54,0.27,2021-11-17,10.2,1.4375399999999996,2.220446049250313e-16
BR-04059,Highway,Steel (A588 Weathering),1975,49,60,Coastal Texas,Severe,0.0492,7,0,15475,3325.0,485,345,5.2e-12,2.8,22.5,20.1,276.8,0.96,0.7,2023-07-14,11.1,2.8650700000000007,4.440892098500626e-16
BR-04060,Pedestrian,Reinforced Concrete,1967,57,75,Coastal Florida,Severe,0.052,6,0,11625,1075.0,25,20,0.0,0.0,63.7,60.7,24.2,0.17,0.11,2023-12-04,3.6,0.5456074000000001,0.07118821594689953
BR-04061,Railroad,Prestressed Concrete,1980,44,75,Coastal California,Moderate,0.0372,8,0,101,1204.0,35,28,0.0,0.0,54.6,52.9,81.1,0.29,0.17,2022-05-27,4.3,0.6893205600000001,0.07833880555996245
BR-04062,Highway,Timber,1968,56,75,Pacific Northwest,Mild,0.0345,8,0,19822,1189.0,8,5,0.0,0.0,18.6,16.7,405.2,0.41,0.26,2022-06-05,10.2,1.6135599999999999,0.0
BR-04063,Interstate,Prestressed Concrete,1977,47,75,Industrial Ohio,Moderate,0.0225,8,0,45964,3749.0,35,28,0.0,0.0,58.9,57.9,788.5,1.35,0.61,2020-04-10,16.9,3.58059,0.0
BR-04064,Highway,Steel (A588 Weathering),1970,54,60,Urban Midwest,Moderate,0.0352,8,0,9257,2391.0,485,345,5.2e-12,2.8,22.3,20.4,182.5,0.87,0.5,2023-06-21,10.4,2.5110799999999998,4.440892098500626e-16
BR-04065,Highway,Prestressed Concrete,1982,42,100,Coastal Florida,Severe,0.0346,8,0,23313,994.0,35,28,0.0,0.0,49.3,47.9,357.4,0.25,0.13,2023-12-04,2.8,0.64688,0.0
BR-04066,Interstate,FRP Composite,1968,56,100,Coastal California,Moderate,0.0357,7,0,22489,4305.0,600,500,0.0,0.0,34.1,32.1,459.7,1.62,0.71,2022-09-08,16.3,3.5638372000000005,0.4303769832974824
BR-04067,Local Road,Reinforced Concrete,2009,15,60,Industrial New Jersey,Moderate,0.035,8,0,6334,729.0,25,20,0.0,0.0,64.0,63.4,34.7,0.19,0.08,2023-03-19,3.5,0.3413662499999999,0.039475778452584064
BR-04068,Local Road,Prestressed Concrete,1987,37,75,Urban Northeast,Moderate,0.0223,8,0,4529,3012.0,35,28,0.0,0.0,57.4,56.5,61.2,1.15,0.43,2020-02-06,19.0,2.4206649000000002,0.27396000000000015
BR-04069,Local Road,Steel (A588 Weathering),1964,60,75,Coastal Texas,Severe,0.0325,7,0,767,789.0,485,345,5.2e-12,2.8,16.4,14.4,16.8,0.15,0.06,2023-09-11,2.4,0.38840880000000005,0.049116782427190815
BR-04070,Railroad,Prestressed Concrete,1976,48,75,Urban Northeast,Moderate,0.032,8,0,70,820.0,35,28,0.0,0.0,61.6,60.1,61.3,0.28,0.12,2023-04-15,3.6,0.7446400000000001,1.1102230246251565e-16
BR-04071,Interstate,Prestressed Concrete,1999,25,75,Rural Mountain,Mild,0.0154,9,0,17515,628.0,35,28,0.0,0.0,63.0,62.6,159.8,0.14,0.09,2020-10-24,3.3,0.323,0.02761792895928295
BR-04072,Highway,Aluminium Alloy,1982,42,75,Rural Midwest,Mild,0.0132,9,0,33696,2319.0,310,275,5e-12,3.1,15.5,15.0,516.6,0.68,0.26,2023-02-05,8.4,1.6806400000000004,0.0
BR-04073,Interstate,Steel (A36),1962,62,75,Coastal Texas,Severe,0.128,4,1,89083,760.0,450,250,6.9e-12,3.0,20.9,12.9,2015.9,0.2,0.14,2023-09-12,3.5,0.6560903,0.08138833606058057
BR-04074,Interstate,Steel (A36),1945,79,100,Coastal California,Moderate,0.0486,7,0,12716,1071.0,450,250,6.9e-12,3.0,23.1,19.2,366.7,0.37,0.16,2020-06-18,3.5,0.8805367,0.11149774265925752
BR-04075,Interstate,Composite Steel-Concrete,2009,15,50,Rural South,Mild,0.0553,8,0,32979,2087.0,400,230,6.5e-12,3.0,50.5,49.7,180.6,0.7,0.53,2021-11-17,16.6,1.9226999999999996,4.440892098500626e-16
BR-04076,Interstate,Prestressed Concrete,1981,43,75,Desert Southwest,Mild,0.014,8,0,12991,3064.0,35,28,0.0,0.0,54.2,53.6,203.9,0.95,0.53,2023-02-13,19.6,3.0196400000000003,4.440892098500626e-16
BR-04077,Interstate,Steel (A36),1989,35,75,Coastal Texas,Severe,0.1345,5,0,35752,1273.0,450,250,6.9e-12,3.0,15.7,10.9,456.7,0.37,0.26,2022-07-16,4.3,0.8861016499999999,0.11701504224688383
BR-04078,Local Road,Reinforced Concrete,1993,31,75,Urban Northeast,Moderate,0.0421,8,0,7250,4115.0,25,20,0.0,0.0,48.1,46.8,82.0,0.88,0.63,2022-04-14,17.1,2.6521299999999997,0.0
BR-04079,Highway,Composite Steel-Concrete,1980,44,50,Industrial Ohio,Moderate,0.0409,7,0,18564,3868.0,400,230,6.5e-12,3.0,57.9,56.1,298.1,0.67,0.26,2021-09-27,14.5,1.7199392000000002,0.21794094475559206
